,group,batch_group_number,only_female_owns_enterprises,number_enterprises_hh_C,child_under_6,treatment,shock_any,miss_shock_any,Age_C,Married_C,Muslim_C,HH_Size_C,Years_Education_C,Financial_Control_C,homeowner_C,miss_Age_C,miss_Married_C,miss_Muslim_C,miss_HH_Size_C,miss_Years_Education_C,miss_Financial_Control_C,miss_homeowner_C,No_Drain_C,miss_No_Drain_C,all_hh_enterprise_profits,female_entreprise_profits,miss_number_enterprises_hh_C,sec_loanamount1,sec_loanamount2,sec_loanamount3,sec_loanamount4,sec_loanamount5,sec_loanamount6,miss_sec_loanamount1,miss_sec_loanamount2,miss_sec_loanamount3,miss_sec_loanamount4,miss_sec_loanamount5,miss_sec_loanamount6
452,158/3,7.0,0.0,2.0,1.0,0.0,1.0,0.0,27.0,1.0,0.0,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0,350.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
453,158/3,7.0,1.0,1.0,0.0,0.0,1.0,0.0,34.0,0.0,0.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
454,158/3,7.0,1.0,1.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,270.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
455,311/5,7.0,0.0,2.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,1125.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
456,311/5,7.0,0.0,2.0,1.0,0.0,1.0,0.0,33.0,1.0,0.0,11.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2036.0,36.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
457,311/5,7.0,1.0,1.0,1.0,0.0,1.0,0.0,28.0,1.0,0.0,4.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
458,20,7.0,1.0,1.0,0.0,1.0,1.0,0.0,42.0,0.0,0.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
459,22,7.0,0.0,3.0,0.0,0.0,1.0,0.0,40.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
460,Tista,7.0,1.0,1.0,0.0,1.0,0.76585364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,400.0,400.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
461,121,8.0,0.0,2.0,0.0,0.0,1.0,0.0,32.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6800.0,800.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
462,57,8.0,0.0,2.0,0.0,0.0,1.0,0.0,34.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
463,90,8.0,0.0,2.0,0.0,0.0,1.0,0.0,28.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,175.0,175.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
464,21,8.0,0.0,2.0,0.0,1.0,1.0,0.0,35.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1780.0,1300.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
465,178,8.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
466,175,8.0,0.0,2.0,0.0,0.0,1.0,0.0,35.0,1.0,0.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1050.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
467,201,8.0,0.0,2.0,1.0,1.0,1.0,0.0,19.0,1.0,0.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6570.0,270.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
468,Rita,8.0,1.0,1.0,0.0,0.0,1.0,0.0,30.0,1.0,0.0,4.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,7200.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
469,Lily,9.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,420.0,420.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
470,292,9.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
471,200/6,9.0,1.0,1.0,1.0,1.0,1.0,0.0,22.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,210.0,210.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
472,177,9.0,0.0,2.0,0.0,0.0,1.0,0.0,32.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3000.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
473,173,9.0,0.0,2.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2076.923,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
